	fc	p
	-5.697127557000001	0.42
	1.23082646	0.47
	-4.793974451	0.67
	-0.121324288	0.46
	2.6922953960000005	0.57
	0.114498669	0.08
	0.918604636	0.34
	1.56926427	0.45
	0.495545154	0.25
	-0.695755198	0.3
	-0.501312047	0.18
	-5.031709525	0.61
	-0.19094171699999998	0.26
	-2.37460353	0.46
	3.659069596	0.79
	-1.59020945	0.7
	5.335506695	0.97
	1.069707448	0.34
	-2.494608826	0.72
	-2.0332414030000003	0.22
	-2.971055845	0.57
	1.914059427	0.7
	0.11767861199999999	0.32
	0.327136272	0.77
	-1.3172443109999998	0.04
	-5.482385845	0.78
	1.203585653	0.76
	-2.843394724	0.94
	2.306245729	0.16
	-0.5816791689999999	0.49
	0.702252627	0.51
	2.952059952	0.35
	2.262549644	0.54
	-0.703473452	0.87
	0.8859295159999999	0.96
	-0.31972484	0.42
	-3.9277482860000004	0.47
	-0.838839621	0.76
	-2.539409586	0.94
	-1.333681987	0.42
	-6.64385619	0.78
	-4.382813393	0.76
	-2.465634934	0.35
	-0.627432031	0.57
	-6.64385619	0.76
	0.100591131	0.21
	-2.9422310169999997	0.14
	-4.771465255	1.0
	-1.395377198	0.65
	-4.103804339	0.66
	2.949725004	0.66
	1.756875129	0.87
	-3.088694435	0.01
	1.709855285	0.12
	-6.64385619	0.23
	4.654448441	0.4
	-3.1303243939999996	0.18
	-0.188291088	0.49
	0.248249251	0.52
	-2.7065397780000002	0.14
	-2.726124482	0.63
	-6.64385619	0.58
	-0.414992276	0.63
	4.655452379	0.06
	-4.643251937	0.23
	3.769787122	0.16
	0.888757191	0.98
	2.423447217	0.06
	1.047680827	0.32
	-1.776290344	0.61
	-4.22221662	0.84
	-0.326855663	0.98
	0.704246635	0.34
	3.255782018	0.31
	1.76264523	0.36
	2.5489939109999997	0.96
	-2.7022650930000003	0.43
	-0.239897339	0.77
	4.336740472	0.44
	2.333909783	0.44
	3.7567072639999997	0.52
	0.43439564799999997	0.73
	-3.3158072219999997	0.57
	-6.64385619	0.66
	1.50048711	0.95
	-4.053225324	0.03
	-2.83378912	0.38
	2.095496132	0.4
	-0.20355834	0.35
	3.7926835760000004	0.66
	-6.64385619	0.92
	1.68501178	0.57
	-0.168413979	0.73
	-3.414317796	0.04
	2.164061984	0.56
	1.002453072	0.14
	-6.64385619	0.41
	-0.433487567	0.53
	-1.147654914	0.52
	-0.470125401	0.95
	-3.518670752	0.92
	-2.2393284469999997	0.79
	-0.853223112	0.19
	1.121708491	0.99
	-1.8190095609999999	0.78
	-3.348028322	0.09
	-0.537050603	0.05
	2.59571659	0.36
	-1.00342455	0.92
	-3.63352604	0.89
	-2.959780808	0.13
	-1.212108109	0.26
	-4.884011289	0.93
	-6.64385619	0.39
	-6.64385619	0.5
	-4.4348257030000005	0.59
	0.549625904	0.44
	-1.502744673	0.79
	4.718243211	0.67
	-4.516647275	0.45
	1.342086194	0.09
	-5.26819761	0.82
	1.426923945	0.8
	-6.64385619	0.62
	-2.985646216	0.1
	1.298160982	0.25
	3.3170685630000003	0.53
	-6.64385619	0.05
	1.322830032	0.81
	1.4352538430000001	0.59
	-2.637706123	0.34
	-2.4429994109999997	0.33
	0.620254624	0.52
	-2.78846211	0.25
	1.4161762759999998	0.0
	2.108993455	0.79
	2.534561908	0.6
	1.413358322	0.88
	-2.604502154	1.0
	-2.519553267	0.63
	-6.64385619	0.92
	-2.019351875	0.88
	-1.333416816	0.97
	-0.7875501490000001	0.3
	-6.64385619	0.13
	3.0055148	0.9
	1.874437675	0.93
	-6.64385619	0.56
	-2.432697372	0.94
	-0.750626063	0.74
	-1.141276254	0.06
	-4.771002547	0.71
	2.060373786	0.52
	1.177178687	0.88
	1.1070420159999999	0.35
	-1.021308076	0.42
	6.3590211839999995	0.66
	-2.695825891	0.49
	-5.558951402000001	0.69
	-1.444214516	0.99
	-3.8415380530000003	0.46
	1.7750595080000002	0.81
	-6.64385619	0.87
	-6.64385619	0.16
	0.32863914899999996	0.04
	1.8182203609999998	0.65
	-2.764915065	0.17
	-6.64385619	0.48
	-6.64385619	0.96
	-0.135544973	0.56
	-2.257589729	0.9
	1.25961643	0.06
	3.25128562	0.38
	-0.024554857000000003	0.87
	-0.750626063	0.05
	-2.713822733	0.49
	-3.716284082	0.77
	-0.266000656	0.84
	2.193335086	0.12
	0.6749746209999999	0.52
	-0.245267282	0.25
	-0.8455444940000001	0.51
	-1.080337211	0.57
	1.6424518909999999	0.46
	-0.541167005	0.71
	-0.640584996	0.56
	1.206374923	0.36
	0.326529792	0.81
	0.19958924100000003	0.72
	0.9680891209999999	0.89
	-0.49669516	0.2
	-1.1404120070000001	0.05
	4.8988555080000005	0.97
	-3.5461422989999996	0.79
	2.711254067	0.73
	0.9042939640000001	0.61
	2.456492367	0.71
	1.706419355	0.23
	-6.64385619	0.39
	-2.040866205	0.67
	-3.610797544	0.15
	-2.1538598490000003	0.73
	-2.193212915	0.55
	0.284677628	0.22
	-2.34313806	0.97
	0.623947782	0.71
	-0.119201526	0.67
	-2.223914195	0.65
	1.471805375	0.69
	0.37149792	0.01
	-0.251918061	0.43
	-0.312630951	0.56
	0.811398533	0.81
	0.083899115	0.07
	3.26806348	0.44
	-0.757788731	0.17
	-0.514385371	0.89
	-6.64385619	0.11
	-6.64385619	0.22
	-2.253048188	0.1
	-3.9642216130000003	0.53
	-4.9353671939999995	0.21
	0.6480035510000001	0.61
	-0.45323705	0.68
	6.260916052000001	0.44
	2.39407701	0.28
	1.591043421	0.75
	-1.3941454919999998	0.59
	0.265684612	0.29
	2.4989448309999998	0.93
	-3.649021237	1.0
	0.08557345	0.0
	1.780744029	0.43
	0.8480932590000001	0.7
	-2.9719189010000004	0.69
	-2.547955826	0.49
	-3.2827938789999997	0.23
	-1.8105735369999998	0.78
	-4.1213732169999995	0.09
	-0.0059243080000000005	0.23
	-1.266716538	0.86
	-0.246088456	0.56
	0.748578457	0.49
	-0.96073789	0.91
	0.41270079299999995	0.47
	-1.9243254280000002	0.2
	-0.829626372	0.94
	-5.329893928	0.18
	-1.727475184	0.27
	-0.128755191	0.15
	-3.181048034	0.53
	4.466973584	0.58
	-3.504959725	0.56
	-6.64385619	0.16
	-2.6925939760000004	0.61
	-3.795701104	0.21
	-2.792122584	0.46
	0.000887321	0.43
	3.7839846560000003	0.16
	-0.082223158	0.47
	-6.64385619	0.77
	-6.64385619	0.24
	1.110276937	0.3
	-1.033558738	0.12
	-0.8692956909999999	0.41
	-0.95273823	0.79
	-0.16008277199999998	0.37
	-3.414317796	0.12
	0.620525392	0.51
	3.866775954	0.33
	-2.8285954560000004	0.24
	-0.039359651	0.63
	-2.946641885	0.96
	-6.64385619	0.85
	-0.309609825	0.88
	-6.64385619	0.04
	-1.192580963	0.84
	-2.419417491	0.49
	-1.135215136	0.77
	-0.7048596770000001	0.99
	3.563218591	0.1
	0.30820538199999997	0.98
	0.327871748	0.67
	-0.5634745720000001	0.83
	3.5428558530000003	0.01
	-1.709559834	0.95
	2.086433811	0.07
	-3.7265301039999996	0.5
	-0.428135231	0.15
	0.6121308000000001	0.69
	0.14662397800000002	0.34
	-0.641737751	0.51
	-1.4607862880000002	0.82
	-0.024554857000000003	0.83
	-1.039282609	0.15
	0.528797277	0.49
	-2.6427950030000003	0.92
	0.11831545800000001	0.77
	-2.767967348	0.91
	-6.64385619	0.45
	-2.526943275	0.03
	1.547881047	0.99
	-1.613573855	0.38
	-0.7233768559999999	0.55
	1.206654568	0.86
	-6.64385619	0.77
	-0.848251064	0.63
	1.8013418190000001	0.98
	-6.64385619	0.57
	-3.698993968	0.19
	0.258492479	0.65
	0.046925565999999995	0.27
	2.790446104	0.13
	0.691829615	0.2
	-6.64385619	0.82
	2.553136656	0.04
	-3.554097993	0.03
	-6.64385619	0.59
	-6.64385619	0.18
	1.967659275	0.74
	3.272616459	0.94
	2.607492847	0.12
	-6.64385619	0.73
	-1.159301527	0.08
	-6.64385619	0.33
	-1.063242101	0.67
	-2.791374718	0.68
	-2.4353370869999997	0.49
	0.090439793	0.89
	-6.64385619	0.1
	-2.19728778	0.33
	-3.837040557	0.99
	4.403000606	0.0
	0.7852142940000001	0.78
	1.905922585	0.88
	-6.64385619	0.57
	-6.64385619	0.55
	-5.705062109	0.26
	-0.512292505	0.26
	0.863498434	0.23
	-2.754173438	0.71
	1.455040755	0.64
	-2.695825891	0.79
	3.514015838	0.04
	-6.64385619	0.31
	-0.830058993	0.43
	0.11359142400000001	0.39
	-3.2203458780000003	0.83
	-4.6475484069999995	0.9
	4.827510667	0.4
	2.285684491	0.3
	-6.64385619	0.33
	-2.28362472	0.21
	-5.137393647	0.1
	-3.9014496289999996	0.87
	-5.509036977999999	0.89
	1.139531405	0.98
	-1.587966398	0.9
	-3.623296931	0.85
	4.1228444689999995	0.53
	-1.147936338	0.97
	-6.64385619	0.85
	-1.782785297	0.66
	-3.4588049389999997	0.84
	1.499862703	0.26
	-1.674247501	0.49
	-2.345259575	0.91
	-1.6297214430000002	0.49
	-0.65025146	0.46
	-2.2081600519999998	0.37
	-3.6671777060000004	0.92
	1.937226225	0.51
	-2.898152263	0.41
	-4.903865987	0.04
	-4.6193718189999995	0.58
	7.731031757	0.8
	0.099054246	0.22
	-0.8036955579999999	0.38
	2.829903713	0.19
	-5.00199031	0.65
	-2.856246239	0.85
	-3.8209426439999996	0.28
	-2.471898622	0.36
	-1.8698531090000001	0.76
	2.2179967030000003	1.0
	1.33565669	0.06
	1.189427614	0.07
	-0.460386621	0.41
	-1.287850441	0.78
	-4.799655271000001	0.59
	-0.7402845240000001	0.3
	0.621921706	0.31
	-6.64385619	0.97
	-2.9393554930000003	0.96
	-2.1538598490000003	0.25
	1.5851358430000002	0.65
	-2.792122584	0.46
	-1.5319527290000001	0.22
	-1.912394905	0.0
	-0.888732918	0.68
	-6.64385619	0.09
	-6.64385619	0.61
	2.7700109260000003	0.52
	-2.654065004	0.83
	-3.684965455	0.11
	-6.64385619	0.93
	0.922523309	0.58
	-2.119905009	0.72
	3.653221869	0.73
	1.036584328	0.04
	-4.074378855	0.3
	-0.65025146	0.67
	0.922523309	0.49
	-0.37054036	0.13
	-1.947235045	0.18
	-6.64385619	0.65
	-6.64385619	0.42
	-1.491057216	0.58
	-6.64385619	0.31
	1.46071115	0.68
	-0.760891498	0.94
	-0.8868466779999999	0.19
	-6.64385619	0.47
	-6.64385619	0.22
	-2.009336157	0.86
	-6.64385619	0.64
	1.532794252	0.97
	-1.7108030319999998	0.74
	1.424421751	0.51
	-1.339080322	0.67
	-0.289511333	0.91
	-0.217977053	0.73
	-0.038877418	0.71
	-5.174866808	0.35
	-3.0933910989999998	0.1
	1.94091073	0.29
	-3.061674985	0.03
	-3.1382556630000003	0.79
	2.8763184410000004	0.58
	-4.626399092	0.19
	0.301270716	0.18
	-6.64385619	0.45
	-3.486793765	1.0
	1.3227873540000001	0.71
	2.3327957919999998	0.38
	-6.64385619	0.63
	-2.604129609	0.65
	4.539633339	0.6
	-3.9359983869999997	0.0
	-1.8078782119999999	0.24
	-3.3668215480000003	0.25
	-2.5880976419999997	0.35
	-6.64385619	0.52
	2.302900714	0.63
	-0.31497624	0.97
	0.703787718	0.17
	-1.131064825	0.88
	-6.64385619	0.24
	2.4510288630000003	0.42
	-3.379799948	0.14
	-3.003434046	0.36
	3.702487765	0.94
	-0.442366706	0.8
	-2.911812929	0.81
	-0.588977806	0.99
	-3.2656539889999996	0.05
	0.159268451	0.25
	1.281798325	0.93
	-4.923226535	0.68
	-0.09620462199999999	0.32
	-6.64385619	0.96
	-0.330291651	0.63
	0.996058951	0.19
	0.433759055	0.42
	-6.64385619	0.96
	-0.555599579	0.7
	3.042430514	0.34
	0.069988961	0.26
	-3.99448832	0.63
	0.983606675	0.37
	3.7580737539999998	0.74
	0.8618383340000001	0.99
	-1.175241053	0.92
	-2.807127804	0.46
	-0.015158801999999999	0.22
	-6.64385619	0.0
	-0.207406022	0.69
	-1.218556126	0.03
	-0.47849396899999996	0.14
	-3.186950462	1.0
	-2.868966747	0.8
	-6.64385619	0.53
	2.785427658	0.46
	-6.64385619	0.01
	0.80768024	0.55
	0.564555403	0.93
	-6.64385619	0.56
	-2.280064311	0.66
	1.4220348440000001	0.36
	-4.802332419	0.52
	-2.161385529	0.81
	-2.622751563	0.45
	4.385499712	0.94
	-1.9558049640000001	0.58
	-6.64385619	0.39
	0.38296597200000004	0.61
	-1.206557108	0.34
	-3.79442354	0.15
	1.819193456	0.21
	-0.143872108	0.77
	-5.3551761760000005	0.65
	-1.2808418540000002	0.97
	1.714367475	0.9
	-0.327418855	0.28
	-0.853223112	0.24
	2.518606319	0.62
	0.846123903	0.3
	-0.688451789	0.14
	1.8422384530000002	0.95
	3.403805452	0.37
	-5.996910819	0.01
	-0.704871723	0.84
	-2.458078193	0.32
	1.4185155090000001	0.4
	3.568899503	0.95
	-4.708543338	0.16
	-6.64385619	0.11
	-2.103869163	0.98
	3.3977106439999996	0.04
	0.399895261	0.56
	0.49911230700000003	0.29
	-2.346672003	0.95
	-1.5608841919999998	0.15
	-6.64385619	0.97
	-0.284052303	0.07
	1.536953279	0.82
	-1.609004481	0.49
	-1.218556126	0.62
	2.670672931	0.23
	-0.637399306	0.02
	1.320056682	0.85
	-0.64306316	0.1
	1.918826396	0.26
	-3.0744946939999998	0.35
	-0.22160649899999998	0.57
	0.25937538600000004	0.66
	-5.755669223	0.77
	-0.079764182	0.58
	-0.272913946	0.54
	-6.64385619	0.59
	0.922523309	0.88
	-1.749992885	0.2
	-0.192646698	0.94
	-3.44435843	0.36
	-0.623855006	0.5
	1.129415281	0.54
	-1.219046168	0.35
	1.254013558	0.45
	-1.211184494	0.64
	0.36991654700000004	0.55
	-4.10189532	0.33
	-2.0332414030000003	0.22
	-3.04131611	1.0
	0.083085917	0.43
	0.617395674	0.23
	-6.64385619	0.59
	-0.9252149590000001	0.09
	-3.1303243939999996	0.14
	-4.700272473	0.39
	-6.64385619	0.26
	2.411253754	0.11
	-6.64385619	0.57
	-3.765932578	0.24
	-1.8067214169999999	0.96
	1.826725515	0.89
	0.249993925	0.16
	-0.36967049399999996	0.75
	-0.31003423399999996	0.89
	0.512260876	0.72
	-4.1095890530000005	0.1
	-2.116545156	0.41
	1.04302032	0.95
	-1.216103297	0.58
	3.016960265	0.58
	-3.7052494960000004	0.32
	-2.445580845	0.24
	0.804649043	0.56
	1.899348487	0.57
	0.694267616	0.77
	-3.224624548	0.5
	-3.043149275	0.56
	-1.660806311	0.3
	-6.64385619	0.67
	-1.291839355	0.27
	-3.833346829	0.11
	-3.9069919160000004	0.75
	-6.64385619	0.81
	-6.64385619	0.92
	-1.4061075969999999	0.37
	4.453943321000001	0.48
	1.36931268	0.37
	0.536439129	0.15
	-2.259854614	0.17
	-2.355114561	0.75
	-1.60875886	0.29
	3.633297316	0.22
	4.187349527	0.75
	-1.356036185	0.55
	-4.685793637	0.04
	-4.105313113999999	0.55
	-1.7537496909999999	0.35
	0.387950089	0.86
	-1.395112001	0.85
	2.679175569	0.57
	-2.914527113	0.63
	-0.4847378	0.78
	0.73354801	0.61
	-2.044149913	1.0
	0.128177547	0.7
	1.812364806	0.39
	-6.64385619	0.02
	-2.8216774389999997	0.66
	-4.642982698	0.28
	-4.646476289	0.94
	-6.64385619	0.46
	-2.415406843	0.28
	-1.3557753019999998	0.54
	-0.7789566379999999	0.49
	-0.23482128800000002	0.7
	2.849749283	0.57
	2.5816660330000003	0.61
	-6.64385619	0.06
	-1.030501869	0.37
	-6.64385619	0.61
	-6.64385619	0.36
	-4.349204023	0.48
	1.9040024269999998	0.98
	-3.708018454	0.85
	-0.675810085	0.47
	-2.198869048	0.75
	-2.139060199	0.82
	0.9364580640000001	0.55
	-0.096631815	0.03
	1.528505084	0.85
	-1.162538232	0.1
	-6.64385619	0.31
	2.62445143	0.56
	2.808951439	0.98
	-3.4668168980000003	0.28
	-6.64385619	0.78
	-0.127316031	0.68
	-2.246206251	0.43
	0.48710050899999996	0.13
	-5.954423654	1.0
	1.73833796	0.41
	-0.647296046	0.32
	-0.6909842159999999	0.88
	-1.124762343	0.01
	0.024958362	0.45
	0.658431708	0.23
	0.049564344	0.29
	-1.457159619	0.47
	0.5628704760000001	0.03
	-1.363469873	0.09
	2.109093675	0.25
	1.219818859	0.42
	0.602496823	0.88
	0.19565095600000001	0.02
	-3.152848515	0.06
	-6.64385619	0.68
	-4.239023641	0.97
	-5.857486572999999	0.55
	-6.64385619	0.75
	-2.083331706	0.89
	2.841617611	0.54
	-6.64385619	0.79
	-0.41246193200000003	0.42
	-0.179292851	0.95
	-1.044910645	0.73
	2.319703313	0.2
	1.248403588	0.82
	-4.130393423	0.87
	-1.2940504240000001	0.86
	-6.64385619	0.35
	-1.890149843	0.43
	1.125920518	0.56
	-3.1217685360000003	0.18
	0.699799555	0.64
	-0.047401802	0.41
	1.245992526	0.16
	0.21067119199999998	0.4
	-3.296192758	0.11
	-4.034013219	0.31
	1.325416508	0.17
	5.135605898000001	0.69
	2.628055331	0.67
	2.1741059469999997	0.79
	-1.9276039059999999	0.03
	-2.928009621	0.62
	3.5485544489999996	0.51
	0.259293092	0.57
	-5.888244091000001	0.27
	0.47246834	0.14
	-0.28730704	0.05
	-1.6465479969999999	0.1
	-2.792122584	0.2
	-6.64385619	0.4
	-2.253806205	0.82
	2.451282252	0.48
	-0.047401802	0.79
	-0.86845438	0.99
	-0.654672901	0.87
	0.474104323	0.23
	2.219553865	0.83
	-0.5236493879999999	0.83
	-1.155886245	0.14
	-1.010624832	0.04
	0.172221293	0.94
	3.3662838539999997	0.6
	-3.169836831	0.99
	2.420799299	0.55
	3.6484716460000004	0.96
	-0.5862651170000001	0.92
	-6.64385619	0.75
	-2.38492516	0.9
	-6.64385619	0.3
	-6.64385619	0.72
	-0.7287033070000001	0.4
	-2.024740897	0.1
	4.131055664	0.63
	-2.121581741	0.21
	1.181529041	0.22
	2.8592812760000004	0.25
	2.360015094	0.47
	2.623442513	0.03
	2.892988496	0.81
	-0.019310462	0.39
	0.355191217	0.77
	1.54953756	0.67
	-4.839336956	0.73
	0.6265859970000001	0.69
	-1.26908086	0.71
	1.229348795	0.28
	2.532083859	0.85
	-5.524843422000001	0.91
	2.0308602159999998	0.37
	2.401050181	0.95
	-2.391079018	0.4
	-0.801213737	0.91
	-2.572923601	0.28
	1.154982057	0.27
	-0.306918925	0.59
	-0.865927388	0.83
	-2.269624137	0.48
	-0.220554203	0.66
	-1.6084987419999999	0.39
	-6.64385619	0.59
	1.530951094	0.36
	-0.719368637	0.09
	-2.19728778	0.82
	-2.607273555	0.86
	1.238918213	0.73
	0.901573622	0.67
	-2.8633292010000004	0.35
	2.925836598	0.25
	2.58306003	0.21
	0.489386149	0.59
	-3.294414967	0.55
	2.017993821	0.05
	1.686719408	0.69
	-6.64385619	0.09
	-6.64385619	1.0
	-2.360313613	0.53
	-6.64385619	0.46
	-6.64385619	0.54
	-0.698898537	0.81
	-1.287850441	0.7
	-6.64385619	0.15
	2.551263704	0.2
	0.215092909	0.21
	1.829347351	0.15
	3.9872119589999997	0.24
	-0.8930615829999999	0.88
	-6.64385619	0.83
	-6.64385619	0.89
	-6.64385619	0.54
	-6.64385619	0.11
	-2.7402268860000003	0.29
	-2.253048188	0.74
	-1.5247860690000001	0.26
	-4.888022756	0.6
	-3.4490009460000004	0.59
	0.621480617	0.81
	-4.585188357	0.81
	0.049751783	0.17
	-4.241935628999999	0.44
	4.620100764	0.83
	-6.64385619	0.51
	-6.64385619	0.39
	-6.64385619	0.79
	1.434044659	0.72
	-3.7596826460000004	0.82
	3.18025481	0.47
	0.109601856	0.33
	2.527350065	0.41
	1.840239144	0.12
	-0.93500265	0.55
	-1.355740514	0.48
	-3.2840166789999996	0.12
	1.120423633	0.4
	0.028242001	0.98
	-3.0744946939999998	0.82
	2.051893195	0.28
	-0.751770405	0.03
	5.780655541000001	0.9
	-3.784148845	0.06
	2.6974395419999997	0.95
	-0.305152094	0.92
	-3.1561912	0.34
	0.930624166	0.72
	-4.296464652	0.2
	-4.795622974	0.15
	2.111170219	0.06
	0.282942219	0.98
	-1.906498939	0.79
	-2.3269621469999997	0.88
	-2.474299665	0.67
	2.48871109	0.57
	-2.82109312	0.5
	-4.637489949	0.5
	-1.475649174	0.3
	-1.108933317	0.78
	-2.804028236	0.57
	1.123963205	0.75
	-1.135215136	0.75
	-1.771631844	0.59
	-4.118244111	0.87
	2.110553195	0.44
	1.1443961870000001	0.79
	-1.660806311	0.01
	-3.7582962689999997	0.94
	1.815514186	0.33
	-0.63005228	0.39
	-2.796600448	0.51
	3.875375721	0.25
	2.882901552	0.92
	0.402287525	0.22
	-0.7290083070000001	0.7
	-0.105130634	0.32
	-3.477037013	1.0
	3.95888848	0.36
	-4.374522027	0.98
	-3.946776282	0.04
	-2.230101623	0.72
	0.881087132	0.64
	-1.8273929780000002	0.64
	3.581613927	0.08
	-6.64385619	0.15
	0.8857622629999999	0.2
	-3.823434859	0.62
	1.521705132	0.33
	-2.911812929	0.41
	-6.64385619	0.85
	0.42516647399999996	0.07
	1.6247706640000001	0.8
	-1.032569468	0.93
	-6.64385619	0.31
	-3.065734887	0.09
	2.957509939	0.18
	-1.808456237	0.43
	-0.010667316000000001	0.71
	1.4538824380000002	0.82
	1.01197035	0.76
	-6.64385619	0.92
	-1.179982824	0.32
	-2.216138711	0.35
	2.1806374109999997	0.19
	-6.64385619	0.7
	-1.387241956	0.78
	0.789407375	0.7
	0.433759055	0.66
	-2.400594102	0.1
	-6.64385619	0.6
	1.868385533	0.27
	-1.782785297	0.33
	-2.530214136	0.04
	-4.283414283	0.21
	-6.64385619	0.63
	0.857584188	0.56
	-1.3515944069999999	0.3
	-4.2450460780000006	0.05
	-1.333681987	0.64
	-1.013207802	0.55
	-3.0384433310000003	0.29
	-6.64385619	0.84
	-3.510210359	0.54
	1.223508789	0.85
	-0.270539895	0.03
	-3.174521732	0.75
	1.9802285430000002	0.66
	-6.64385619	0.44
	-0.23431380300000001	0.42
	-6.64385619	0.7
	-6.64385619	0.98
	1.759115884	0.49
	3.219723146	0.69
	2.831479108	0.67
	-0.154787221	0.06
	0.435406002	0.53
	-6.64385619	0.38
	-4.303119623	0.76
	-3.0601275269999997	0.88
	-2.132096529	0.54
	-0.312036945	0.07
	-1.171419422	0.32
	-4.499086448	0.52
	1.0097207190000002	0.84
	2.387137508	0.13
	1.7822310080000001	0.83
	-0.900620035	0.24
	-2.178600681	0.4
	-4.8305666060000005	0.07
	-2.4609451190000002	0.13
	1.527587075	0.5
	-0.462309646	0.19
	-3.766494735	0.75
	-3.102730335	0.48
	-1.78494334	0.12
	-0.676572718	0.36
	-3.6292477310000004	0.42
	-3.0933910989999998	0.9
	-2.158756421	0.84
	-0.34685661	0.51
	-2.4549651630000002	0.59
	0.9214118490000001	0.64
	-4.146978398	0.96
	1.031035972	0.77
	1.536744475	0.48
	-2.017022786	0.22
	1.41835759	0.33
	-4.080250685	0.1
	-4.559702725	0.49
	-0.802460066	0.63
	3.045347795	0.05
	-2.586340029	0.69
	1.243588665	0.02
	0.8991710270000001	0.02
	0.38680932	0.31
	-2.403975516	0.17
	-3.0729066769999998	0.65
	2.0681493069999997	0.54
	-3.9973995139999996	0.06
	-1.5672306980000001	0.49
	5.24568693	0.42
	1.5583421290000001	0.45
	1.631889045	0.36
	8.228734369	0.03
	-3.2105781839999996	0.16
	3.2289117810000003	0.91
	3.5343223580000003	0.88
	-1.484344729	0.43
	-1.392332145	0.93
	1.031283075	0.82
	-6.64385619	0.92
	-1.1455893879999999	0.21
	2.982606045	0.97
	0.835536105	0.97
	-1.021308076	0.98
	-1.25959908	0.06
	1.365986748	0.42
	-1.1212604240000001	0.12
	1.032811256	0.24
	-2.2756001390000002	0.9
	-0.733347333	0.64
	-6.64385619	0.74
	-6.64385619	0.38
	-3.42560035	1.0
	3.0741518869999997	0.5
	-2.850550778	0.65
	0.43798022200000003	0.32
	-1.487033689	0.24
	-1.4618194519999999	0.36
	0.011181446999999999	0.72
	0.7530276370000001	0.01
	-2.408226516	0.51
	-6.64385619	0.29
	1.771017534	0.74
	2.2089495340000003	0.6
	1.127096193	0.09
	-0.333599142	0.08
	-2.223675635	0.5
	1.263205842	0.27
	3.245127386	0.82
	1.733141531	0.91
	-0.92257009	0.39
	2.657509922	0.47
	0.12998031599999998	0.56
	-2.257589729	0.85
	-6.64385619	0.16
	-4.472094057	0.55
	2.12171889	0.96
	-0.500923983	0.89
	-1.20871849	0.15
	-2.8069870810000004	0.82
	-6.64385619	0.96
	-6.64385619	0.96
	-2.286732152	0.81
	-0.717934337	0.15
	-4.224333213	0.36
	1.370286004	0.7
	-3.788655921	0.08
	0.428179573	0.71
	-1.054821165	0.69
	-6.64385619	0.41
	-2.382867381	0.53
	0.222255805	0.07
	0.711032888	0.71
	-2.087464747	0.39
	2.196052851	0.51
	-0.514027838	0.67
	-2.288947237	0.53
	-6.64385619	0.27
	-2.087350114	0.58
	-1.732171972	0.97
	4.335710009	0.16
	1.897055561	0.56
	2.431369304	0.0
	-1.865245924	0.22
	-2.838120777	0.18
	4.374768655	0.51
	5.228989225	0.94
	-1.9923180790000001	0.95
	-1.044910645	0.96
	-0.884768854	0.25
	0.044271635	0.51
	-0.468725775	0.95
	1.99447993	0.91
	-6.64385619	0.55
	-3.61581394	0.66
	0.151151877	0.72
	-1.7986406609999999	0.62
	-2.1636348880000003	0.15
	-4.640015533	0.81
	-6.64385619	0.77
	-3.7796231110000003	0.32
	-2.59946361	0.8
	1.851772512	0.35
	-0.878516686	0.17
	-0.5377173120000001	0.86
	1.76908419	0.8
	-1.440584899	0.11
	-1.327658816	0.0
	-3.4725059060000003	0.8
	-0.282740534	0.63
	-3.17276703	0.91
	0.48981598200000004	0.12
	0.433759055	0.89
	2.142304308	0.81
	1.17748216	0.09
	-0.276974459	0.57
	-0.217977053	0.78
	-2.983083971	0.55
	-6.64385619	0.72
	1.58959834	0.12
	2.4810549180000003	0.52
	-3.827162478	0.43
	-4.9764001239999995	0.71
	-6.64385619	0.83
	-3.9610995460000002	0.21
	1.775276771	0.11
	-6.64385619	0.85
	1.479502104	0.64
	1.3867756969999998	0.38
	1.229547633	0.02
	-4.8987521339999995	0.23
	-3.4905244719999997	0.55
	-1.885656142	0.77
	-0.22940676	0.78
	1.01515692	0.96
	-1.1441793	0.95
	-1.194376624	0.73
	-3.215883808	0.28
	1.304007533	0.98
	-0.318720591	0.04
	-3.436579362	0.79
	-6.64385619	0.73
	2.325344323	0.14
	-4.4166539369999995	0.53
	-3.926618286	0.81
	-5.396327498	0.56
	-4.798249434	0.88
	-6.64385619	0.78
	0.959474543	0.72
	0.229586298	0.07
	2.981976191	0.09
	1.3719368719999998	0.87
	-6.64385619	0.99
	3.815857653	0.71
	0.12516860900000001	0.36
	-0.8885067040000001	0.69
	0.7549451840000001	0.44
	-1.852233836	0.44
	0.7450658090000001	0.6
	0.47246834	0.38
	-1.929928475	0.38
	-0.551079627	0.35
	-3.224324203	0.38
	0.172264289	0.63
	0.057227386	0.06
	-2.7470903	0.4
	-0.9140885809999999	0.7
	-0.425352625	0.73
	0.393422201	0.93
	-2.31697378	0.87
	-1.544243342	0.81
	-0.826460821	0.72
	0.219972775	0.96
	-6.64385619	0.28
	1.805682917	0.89
	0.978559712	0.95
	5.874487507	0.48
	2.5515094990000002	0.64
	1.6579783819999998	0.88
	1.179807029	0.62
	1.9196399690000001	0.07
	2.1983827999999996	0.9
	-1.70461912	0.18
	-0.744335175	0.68
	-2.722969118	0.74
	-2.8843397360000003	0.27
	-2.9907547589999997	0.0
	-1.167237791	0.18
	-2.794114717	0.3
	-1.966832856	0.75
	2.976951118	0.72
	-0.052249892	0.68
